campaign_id,campaign_name,description,campaign_goal,target_audience_criteria,overall_start_date,overall_end_date,campaign_status,overall_budget,total_campaign_cost_planned,total_campaign_cost_actual,cost_per_piece_planned,cost_per_piece_actual,printing_cost_actual,postage_cost_actual,data_cost_actual,other_costs_actual,cell_no,cell_description,assigned_creative_id,assigned_offer_code,campaign_total_mailed,campaign_total_responses,campaign_total_conversions,campaign_total_conversion_value,mail_drop_id,mailing_week_start_date,planned_send_date,actual_send_date,total_pieces_sent_this_week,total_campaign_pieces_sent,total_campaign_responses,overall_response_rate,total_campaign_conversions,overall_conversion_rate,total_campaign_conversion_value,average_conversion_value,campaign_roi
CAM0067,Summer Campaign 2025-05,Marketing initiative focused on increase brand awareness through targeted messaging and offers,Customer feedback initiative,Young professionals in Rural communities who are Inactive customers,2025-05-14,2025-06-25,Planned,22087.689995072913,20209.62992400092,21246.920709497,0.4751070814585166,0.4994926936431107,655.2424098796548,16304.071228501305,1357.4792462328005,2930.1278248832386,B7,Target segment Standard,CRpDwE1q,OFFHwfT,42537,4405,1477,937573.0063531207,MDdgic75Pz,2025-05-14,2025-05-16,2025-05-23,42537,42537,4405,10.36,1477,33.53,937573.01,634.78,4312.75
CAM0068,Summer Campaign 2024-06,Marketing initiative focused on market expansion through targeted messaging and offers,Drive customer acquisition,Young professionals in Suburban regions who are Inactive customers,2024-06-18,2024-08-22,Completed,4468.0267879971225,4180.492329255251,5136.198917225278,0.18443077289695378,0.2265936787940741,885.9745751621192,1012.6569178246214,1609.2819225456221,1628.2855016929154,I5,Target segment Test,CRpui8rY,OFF4Dfi,22667,2437,187,158748.05737572815,MDPxyQhn60,2024-06-18,2024-06-20,2024-06-28,22667,22667,2437,10.76,187,7.69,158748.06,848.92,2990.77
CAM0069,Special Campaign 2025-11,Marketing initiative focused on cross-selling campaign through targeted messaging and offers,Drive customer acquisition,Seniors in Urban areas who are Recent purchasers,2025-11-08,2026-01-04,Planned,19403.03379549029,16399.615170449903,19578.924382103847,0.354004558357076,0.4226336049325184,6817.540343824457,10240.28623086462,299.2160347074881,2221.8817727072837,H3,Target segment Premium,CRWx0JI3,OFF9In7,46326,6007,1358,1176198.1101583934,MDnP0clEeN,2025-11-08,2025-11-11,2025-11-13,46326,46326,6007,12.97,1358,22.62,1176198.11,866.13,5907.47
CAM0070,Special Campaign 2025-03,Marketing initiative focused on market expansion through targeted messaging and offers,Cross-selling campaign,Business owners in Metropolitan zones who are Recent purchasers,2025-03-09,2025-04-19,Completed,19323.8897342175,16090.851678975192,11653.945880509284,11.411951545372476,8.265209844332825,1788.5653868204424,6510.827425753544,1411.9707822664807,1942.5822856688176,Z5,Target segment Test,CRESITAB,OFFBbVs,1410,64,24,2468.7941940906408,MDJCzew7FC,2025-03-09,2025-03-12,2025-03-14,1410,1410,64,4.54,24,38.28,2468.79,102.87,-78.82
CAM0071,Summer Campaign 2026-01,Marketing initiative focused on launch new product through targeted messaging and offers,Customer reactivation,Business owners in Rural communities who are Recent purchasers,2026-01-04,2026-05-10,Planned,23107.42980144424,19548.770608025497,15579.447947959397,0.3962213832750719,0.315769750455215,1341.9748666778132,9089.597730289657,2775.1202268478014,2372.7551241441242,Q2,Target segment Test,CRumE0Hy,OFFqXrd,49338,505,148,118494.43513439943,MDikhSVsC3,2026-01-04,2026-01-07,2026-01-11,49338,49338,505,1.02,148,29.42,118494.44,800.64,660.58
CAM0072,Fall Campaign 2025-11,Marketing initiative focused on cross-selling campaign through targeted messaging and offers,Brand loyalty program,Young professionals in Metropolitan zones who are Frequent shoppers,2025-11-05,2026-01-06,Planned,22272.888325131466,19806.93793026007,22408.5963232394,0.42272837328481633,0.4782541099826998,11598.353585743456,2322.524811189007,4472.486608719953,4015.2313175869813,U7,Target segment Test,CRVTaUXd,OFFYy8S,46855,2111,210,46557.8112726977,MD1TqwUkaQ,2025-11-05,2025-11-10,2025-11-10,46855,46855,2111,4.51,210,9.96,46557.81,221.7,107.77
CAM0073,Winter Campaign 2025-02,Marketing initiative focused on launch new product through targeted messaging and offers,Cross-selling campaign,Seniors in Rural communities who are Inactive customers,2025-02-23,2025-07-05,Active,32984.14527766394,29614.605704546073,26524.704454588566,4.295707238837551,3.847505723032864,3527.0332688707754,21450.681694268056,707.9614030772643,839.0280883724706,Z4,Target segment Control,CRBMveWZ,OFF5oqc,6894,638,100,40516.89275171279,MDKB2DyGHd,2025-02-23,2025-02-27,2025-03-05,6894,6894,638,9.26,100,15.69,40516.89,405.17,52.75
CAM0074,Summer Campaign 2023-02,Marketing initiative focused on customer feedback initiative through targeted messaging and offers,Boost customer retention,Business owners in Urban areas who are Inactive customers,2023-02-12,2023-04-10,Completed,42376.68744843976,35876.87570269354,29156.89332617688,1.6657477807917886,1.3537419131849233,5013.088347139104,15141.92639560553,6548.676049656896,2453.2025337753466,Y3,Target segment Test,CRugwdRv,OFFRTZu,21538,814,225,173794.2495658894,MD8QaZKiNz,2023-02-12,2023-02-17,2023-02-15,21538,21538,814,3.78,225,27.66,173794.25,772.42,496.07
CAM0075,Spring Campaign 2025-10,Marketing initiative focused on drive customer acquisition through targeted messaging and offers,Cross-selling campaign,Students in Rural communities who are High-value customers,2025-10-16,2026-02-07,Planned,32848.59884897314,30623.17391203256,22528.659258796208,1.5483453287507614,1.1390767144704321,9425.884881392727,5926.038582732685,5450.532866027403,1726.2029286433954,I8,Target segment Standard,CR84U8N8,OFFhHU2,19778,511,28,16431.01529377404,MDPgrKycHn,2025-10-16,2025-10-22,2025-10-20,19778,19778,511,2.59,28,5.64,16431.02,586.82,-27.07
CAM0076,Holiday Campaign 2023-06,Marketing initiative focused on increase brand awareness through targeted messaging and offers,Seasonal promotion,Seniors in Rural communities who are Inactive customers,2023-06-13,2023-09-08,Completed,38703.009092442924,31473.29870617729,22549.7277273546,1.637272991009587,1.173059757964657,7526.033808136331,9597.515536124165,2682.3017262790327,2743.876656815069,V5,Target segment Test,CRoUx4nY,OFFNKiv,19223,2862,992,230976.36201628376,MDg3BhuMZB,2023-06-13,2023-06-18,2023-06-16,19223,19223,2862,14.89,992,34.69,230976.36,232.84,924.3
CAM0077,Spring Campaign 2023-12,Marketing initiative focused on brand loyalty program through targeted messaging and offers,Boost customer retention,Young professionals in Urban areas who are High-value customers,2023-12-05,2024-05-04,Completed,57803.89986827957,49264.65817032243,43279.82934348918,3.234924037712419,2.841935080667751,12423.20964337898,22896.8894465016,3630.807913676849,4328.922339931753,H5,Target segment Standard,CRnPLatY,OFFrFmJ,15229,1330,247,167941.27603121247,MDova4B6ry,2023-12-05,2023-12-10,2023-12-15,15229,15229,1330,8.74,247,18.59,167941.28,679.92,288.04
CAM0078,Summer Campaign 2023-08,Marketing initiative focused on cross-selling campaign through targeted messaging and offers,Increase brand awareness,Young professionals in Suburban regions who are High-value customers,2023-08-27,2023-10-15,Completed,22764.51245921511,18723.908501816528,14899.979199747922,8.840372286032355,7.034928800636413,5039.889057818589,5601.750737696698,1876.0714556128003,2382.267948619836,A5,Target segment Premium,CRaP5K1d,OFF43C0,2118,187,37,28029.819850413733,MDNE7rmPP5,2023-08-27,2023-08-29,2023-08-30,2118,2118,187,8.84,37,20.11,28029.82,757.56,88.12
CAM0079,Special Campaign 2025-12,Marketing initiative focused on launch new product through targeted messaging and offers,Customer feedback initiative,Business owners in Rural communities who are Inactive customers,2025-12-25,2026-02-20,Planned,40037.76399694762,32150.011546314177,37498.3819977806,0.9537798607545442,1.1124475494772932,15458.267392872336,15058.310933510129,2202.671595844748,4779.132075553386,I9,Target segment Premium,CRfb6dXN,OFFjbKK,33708,4481,260,32610.152836149315,MD9em7nnVF,2025-12-25,2025-12-30,2025-12-30,33708,33708,4481,13.3,260,5.82,32610.15,125.42,-13.04
CAM0080,Special Campaign 2025-02,Marketing initiative focused on launch new product through targeted messaging and offers,Cross-selling campaign,Seniors in Metropolitan zones who are High-value customers,2025-02-11,2025-05-15,Active,31780.351198737353,29648.66590972341,21486.609723093654,1.3587839555326953,0.9847208855679951,10911.772487598593,5548.709790443701,1860.924944353153,3165.202500698206,T7,Target segment Value,CRe9LlZB,OFFvHp8,21820,2960,825,818774.3766187057,MDhPhkKQ1Z,2025-02-11,2025-02-18,2025-02-20,21820,21820,2960,13.57,825,27.88,818774.38,992.45,3710.63
CAM0081,Fall Campaign 2023-03,Marketing initiative focused on seasonal promotion through targeted messaging and offers,Cross-selling campaign,Seniors in Rural communities who are Recent purchasers,2023-03-29,2023-07-15,Completed,36467.52731793238,30411.326265186817,24531.9554942766,0.8315012376329309,0.6707484960429978,6927.353910283269,15603.991552076683,1018.2994290132058,982.3106029034412,O2,Target segment Standard,CR8fXOah,OFFkopb,36574,4895,752,511296.4661995864,MD16FTfUoo,2023-03-29,2023-04-04,2023-04-02,36574,36574,4895,13.39,752,15.38,511296.47,679.92,1984.21
CAM0082,Holiday Campaign 2023-05,Marketing initiative focused on customer feedback initiative through targeted messaging and offers,Increase brand awareness,Students in Suburban regions who are High-value customers,2023-05-03,2023-09-11,Completed,67576.36388740943,57295.47055243946,47720.680542459886,1.424870571546081,1.1867568710666208,14861.589308543664,24168.6034085292,5429.639338890493,3260.8484864965253,V4,Target segment Premium,CRSKw1LJ,OFFAq46,40211,2090,251,134723.9808120845,MDoYU6QiYW,2023-05-03,2023-05-09,2023-05-11,40211,40211,2090,5.2,251,12.05,134723.98,536.75,182.32
CAM0083,Summer Campaign 2023-08,Marketing initiative focused on seasonal promotion through targeted messaging and offers,Cross-selling campaign,Business owners in Metropolitan zones who are High-value customers,2023-08-13,2023-09-30,Completed,24929.486960956077,20377.711869890605,14810.496912276885,1.364975006356126,0.9920622220026046,6538.643469390138,5240.931466523301,1550.3682423251441,1480.553734038302,I6,Target segment Standard,CRaYoJIb,OFFh7Y4,14929,1331,427,300397.47177761875,MDGVYiIKQh,2023-08-13,2023-08-18,2023-08-16,14929,14929,1331,8.92,427,32.11,300397.47,703.51,1928.27
CAM0084,Holiday Campaign 2024-07,Marketing initiative focused on launch new product through targeted messaging and offers,Launch new product,Young professionals in Metropolitan zones who are Recent purchasers,2024-07-20,2024-10-29,Completed,27162.979322030747,24555.52779614415,21809.841235656586,0.71638497523541,0.6362820910714644,11186.336156563246,7969.962469641015,1879.757508293774,773.785101158551,B4,Target segment Premium,CRqdCyce,OFFsup3,34277,2487,452,332484.20270991826,MDA8k4rc5U,2024-07-20,2024-07-25,2024-07-30,34277,34277,2487,7.26,452,18.21,332484.2,735.58,1424.47
CAM0085,Special Campaign 2023-03,Marketing initiative focused on customer reactivation through targeted messaging and offers,Increase brand awareness,Students in Suburban regions who are Recent purchasers,2023-03-13,2023-08-27,Completed,30834.641655239797,28315.913343839457,22041.448993071514,0.7382587236042095,0.574669508358011,6867.61122218434,10119.922559911043,3509.102538698975,1544.8126722771563,G9,Target segment Standard,CRE7HIj6,OFF6jO4,38355,5226,1088,261489.4076486723,MDQ0QfoUWW,2023-03-13,2023-03-18,2023-03-17,38355,38355,5226,13.63,1088,20.83,261489.41,240.34,1086.35
CAM0086,Spring Campaign 2025-12,Marketing initiative focused on customer feedback initiative through targeted messaging and offers,Market expansion,Business owners in Metropolitan zones who are Recent purchasers,2025-12-19,2026-03-28,Planned,11864.404461626551,11273.120472712926,9360.797239650594,1.1551511909737602,0.9591963561482317,5527.852063961367,2012.8112322683419,787.6240523682739,1032.5098910526112,F8,Target segment Standard,CR7cNFUj,OFFq4gj,9759,310,15,4610.922678152979,MD59puBOD7,2025-12-19,2025-12-21,2025-12-24,9759,9759,310,3.18,15,5.08,4610.92,307.39,-50.74
CAM0087,Special Campaign 2024-07,Marketing initiative focused on boost customer retention through targeted messaging and offers,Drive customer acquisition,Young professionals in Rural communities who are Frequent shoppers,2024-07-25,2024-11-11,Completed,43872.642641577215,37336.660925888325,44624.55431546727,0.8853634233451502,1.0581810797815387,15760.685451502584,20903.947268246226,7655.8666244859005,304.0549712325612,C9,Target segment Test,CRxbK0Gs,OFFQWJg,42171,2518,152,119331.49231253941,MDzU16p61p,2024-07-25,2024-07-30,2024-07-28,42171,42171,2518,5.97,152,6.06,119331.49,785.08,167.41
CAM0088,Fall Campaign 2024-03,Marketing initiative focused on customer feedback initiative through targeted messaging and offers,Seasonal promotion,Business owners in Metropolitan zones who are Recent purchasers,2024-03-14,2024-04-16,Completed,18777.18912155034,17726.108427086394,14897.126708320418,2.197088302811898,1.8464460471393678,5101.803775862177,3936.357015893795,3911.454829281913,1947.511087282534,J2,Target segment Premium,CRLGR1dP,OFFA5nD,8068,1065,86,59691.79112831944,MDUjbFm4PB,2024-03-14,2024-03-17,2024-03-22,8068,8068,1065,13.2,86,8.15,59691.79,694.09,300.69
CAM0089,Holiday Campaign 2025-12,Marketing initiative focused on increase brand awareness through targeted messaging and offers,Launch new product,Business owners in Suburban regions who are Inactive customers,2025-12-24,2026-03-26,Planned,57545.797140882285,51967.788520603695,41319.73404949678,7.806487685234144,6.206960199714103,4636.384362987671,23022.708163026895,9309.53221750224,4351.109305979976,C3,Target segment Test,CRYOIQLM,OFFn5Fr,6657,894,283,168219.15458749564,MDWMvgugwE,2025-12-24,2025-12-28,2025-12-28,6657,6657,894,13.44,283,31.73,168219.15,594.41,307.12
CAM0090,Winter Campaign 2024-02,Marketing initiative focused on customer feedback initiative through targeted messaging and offers,Launch new product,Seniors in Rural communities who are Frequent shoppers,2024-02-26,2024-04-24,Completed,69747.82664917747,56875.99096088829,48001.03829723751,1.3655700110657452,1.1524859134991,12406.517767230593,24017.111900119125,8051.593703819451,3525.8149260683326,W9,Target segment Test,CRCTuT45,OFFI44a,41650,3224,1069,460749.49858493975,MDvKeWIG8y,2024-02-26,2024-03-01,2024-02-27,41650,41650,3224,7.74,1069,33.16,460749.5,431.01,859.87
CAM0091,Holiday Campaign 2023-02,Marketing initiative focused on cross-selling campaign through targeted messaging and offers,Cross-selling campaign,Seniors in Rural communities who are Recent purchasers,2023-02-15,2023-06-04,Completed,6553.8260959642885,6130.412624132312,5836.731515860719,1.0111186910988474,0.9626804413426883,608.6029149636277,3117.3927254825785,1529.5122709269403,581.2236044875725,T3,Target segment Control,CRL9tGDn,OFFqVk0,6063,678,254,197205.91813350303,MDPm059N74,2023-02-15,2023-02-20,2023-02-18,6063,6063,678,11.2,254,37.53,197205.92,776.4,3278.7
CAM0092,Summer Campaign 2023-10,Marketing initiative focused on launch new product through targeted messaging and offers,Cross-selling campaign,Young professionals in Metropolitan zones who are Recent purchasers,2023-10-05,2023-12-27,Completed,20585.494974298526,19540.932028181196,17019.77051685419,0.5473803755898259,0.4767576267361604,5859.007900802709,7975.945205719129,2088.146968442383,1096.6704418899694,I4,Target segment Control,CRfYdDkv,OFFQtxD,35699,2469,919,678081.88620316,MDk0fgXYxP,2023-10-05,2023-10-11,2023-10-06,35699,35699,2469,6.92,919,37.23,678081.89,737.85,3884.08
CAM0093,Spring Campaign 2023-03,Marketing initiative focused on launch new product through targeted messaging and offers,Drive customer acquisition,Business owners in Suburban regions who are High-value customers,2023-03-07,2023-09-03,Completed,28598.81773119821,26174.60609288998,20492.723300983755,0.8981746651873577,0.7032023643189813,6415.596072314678,9346.308758423413,2965.0580251985125,1765.7604450471515,J7,Target segment Premium,CRMPgtAa,OFFV94V,29142,2954,288,80583.4754421051,MDVjIzhnuD,2023-03-07,2023-03-11,2023-03-15,29142,29142,2954,10.14,288,9.76,80583.48,279.8,293.23
CAM0094,Holiday Campaign 2025-07,Marketing initiative focused on increase brand awareness through targeted messaging and offers,Seasonal promotion,Young professionals in Urban areas who are Inactive customers,2025-07-25,2026-01-11,Planned,27160.665156053743,22900.130941536165,24061.75973180663,0.7989718422139476,0.8395003744263007,3135.036388818089,17372.295135583994,3115.0576323499213,439.3705750546206,G2,Target segment Test,CRemEpGa,OFFSTN5,28662,2597,457,48854.197092826966,MDp96mREpq,2025-07-25,2025-07-26,2025-07-27,28662,28662,2597,9.06,457,17.62,48854.2,106.9,103.04
CAM0095,Summer Campaign 2024-07,Marketing initiative focused on launch new product through targeted messaging and offers,Launch new product,Seniors in Metropolitan zones who are High-value customers,2024-07-21,2025-01-05,Completed,33316.6445595448,30687.429361151175,31578.66906609141,0.9649831565407118,0.9930086810506402,7016.338146711356,18793.799710154064,2645.4237094385367,3123.107499787456,D7,Target segment Premium,CRngl1Oy,OFF6ePt,31801,3368,220,204599.08975425083,MDEEE9yxGd,2024-07-21,2024-07-25,2024-07-29,31801,31801,3368,10.59,220,6.53,204599.09,930.0,547.9
CAM0096,Fall Campaign 2026-02,Marketing initiative focused on customer reactivation through targeted messaging and offers,Increase brand awareness,Young professionals in Metropolitan zones who are High-value customers,2026-02-21,2026-03-28,Planned,36547.33469023978,30533.23298858898,29919.885160132362,3.6134003536791695,3.540814811849984,10917.552419133173,9615.299302671758,7599.274249992944,1787.7591883344867,J8,Target segment Standard,CR0fwh6W,OFFNoyK,8450,216,42,33268.78258865142,MD7Ouzl7CC,2026-02-21,2026-02-26,2026-03-03,8450,8450,216,2.56,42,19.62,33268.78,792.11,11.19
CAM0097,Holiday Campaign 2023-05,Marketing initiative focused on launch new product through targeted messaging and offers,Customer feedback initiative,Business owners in Suburban regions who are Inactive customers,2023-05-22,2023-08-01,Completed,39253.768541038924,32036.251989230263,22892.60854201563,1.6047010613719828,1.146694477159669,5310.309361929903,11604.402755002333,5644.136512918025,333.75991216536937,T8,Target segment Premium,CRpmJYMr,OFFCYV4,19964,2671,348,148454.08134839367,MDnqO5Ylvu,2023-05-22,2023-05-29,2023-05-28,19964,19964,2671,13.38,348,13.05,148454.08,426.59,548.48
CAM0098,Holiday Campaign 2025-11,Marketing initiative focused on brand loyalty program through targeted messaging and offers,Increase brand awareness,Business owners in Rural communities who are Frequent shoppers,2025-11-11,2026-01-30,Planned,29893.254988018303,25571.608023155233,26905.995316842007,0.5940530600556436,0.6250521608707431,1738.0309682674351,14980.369270203293,6328.6550285508965,3858.940049820382,K4,Target segment Value,CRwLzEQa,OFFv7sv,43046,5111,1867,1202876.3143911485,MDSc66PI8j,2025-11-11,2025-11-14,2025-11-12,43046,43046,5111,11.87,1867,36.53,1202876.31,644.28,4370.66
CAM0099,Fall Campaign 2024-12,Marketing initiative focused on seasonal promotion through targeted messaging and offers,Brand loyalty program,Young professionals in Suburban regions who are Inactive customers,2024-12-19,2025-04-26,Active,31718.793032074154,25474.829068772728,22324.486919059364,2.0824678385328808,1.8249396647641105,990.510691058585,12919.436329408958,6348.178137667694,2066.3617609241264,Y9,Target segment Test,CR9WkNi3,OFF5Jsb,12233,1206,114,64849.17917445228,MDxlPOLUnG,2024-12-19,2024-12-26,2024-12-26,12233,12233,1206,9.86,114,9.51,64849.18,568.85,190.48
CAM0100,Spring Campaign 2025-01,Marketing initiative focused on seasonal promotion through targeted messaging and offers,Drive customer acquisition,Business owners in Rural communities who are Inactive customers,2025-01-24,2025-07-17,Active,15341.055088425392,12727.703690277514,9111.240111606177,0.35111875335257564,0.25135148863709833,4224.024516588978,2449.7833115480707,577.8708014324154,1859.561482036713,U3,Target segment Value,CR7S9w7Y,OFFRJCC,36249,4155,520,31489.688659571402,MDM3VKYJfD,2025-01-24,2025-01-26,2025-01-25,36249,36249,4155,11.46,520,12.53,31489.69,60.56,245.61
